batch_number,name,unit_of_measurement,description,category,usage,owner,quantity
7712,ΑΝΑΜΕΤΑΔΟΤΗΣ WIFI PE 505X,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7895,ΕΝΙΣΧΥΤΗΣ 4WATT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7896,ΕΝΙΣΧΥΤΗΣ 16  WATT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7898,"ΚΕΡΑΙΑ 1,2 FLY AWAY 13,750-14,5 GHZ",ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
7899,ΔΕΚΤΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7900,ΣΥΣΤΗΜΑ ΠΑΡΟΧΗΣ ΡΕΥΜΑΤΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7901,Η/Ζ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7902,ΚΕΡΑΙΟΣΥΣΤΗΜΑ ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7903,ΣΥΣΚΕΥΗ ΔΡΟΜΟΛΟΓΗΣΗΣ ΠΑΚΕΤΩΝ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7904,ΗΛΕΚΤΡΟΠΑΡΑΓΩΓΟ ΖΕΥΓΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
7905,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7906,ΔΙΑΜΟΡΦΩΤΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7907,ΙΚΡΙΩΜΑ ΤΟΠΟΘΕΤΗΣΗΣ ΥΛΙΚΩΝ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7908,ΓΕΝΝΗΤΡΙΑ ΡΕΥΜΑΤΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7909,ΦΙΛΤΡΟ ΣΥΧΝΟΤΗΤΩΝ ΔΟΡΥΦ. ΚΕΡΑΙΑΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7912,"ΚΑΛΩΔΙΟ UTP 6X1,525 METΡΑ",ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7921,ΔΕΚΤΗΣ ΠΑΓΚΟΣΜΙΟΥ ΛΗΨΕΩΣ S-2000,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
7928,ΠΕΔΙΟΜΕΤΡΟ Η30 EVOLUTION,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7929,ΞΗΡΟ ΣΤΟΙΧΕΙΟ ΧΡΟΝΟΜΕΤΡΟΥ (LS 14250),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,13
7930,ΠΡΟΣΑΡΜΟΣΤΙΚΕΣ ΔΙΑΤΑΞΕΙΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7931,ΣΕΤ ΦΙΛΤΡΑ ΖΩΝΗΣ ΑΠΟΚΟΠΗΣ ΣΥΧΝ/ΤΩΝ ΚΕΡΑΙΟΣΥΣΤ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,32
7932,ΠΟΜΠΟΔΕΚΤΗΣ ΚU BAND 16 W ANASAT TRANCEIVER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7933,ΔΟΡΥΦΟΡΙΚΕΣ ΚΕΡΑΙΕΣ ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7935,MIKROWAVE W6 TO COAXIAL ADAPTOR,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7936,STF ETHERNET S-RJ01 MICROTIK,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7937,ΠΟΜΠΟΔΕΚΤΗΣ UBIQUITI R5AC-LITE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
7938,ΠΟΜΠΟΔΕΚΤΗΣ UBIQUITI BULLET DUAL BAND,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7939,ΚΑΛΩΔΙΟ ΔΡΟΜΟΛ. UBIQUITI TOUTCE CABLE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7941,ΚΕΡΑΙΑ RD-5G30,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
7942,ΒΑΣΗ ΚΕΡΑΙΑΣ MOUNT MICROTIC LITE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7944,ΣΥΣΚΕΥΗ ΕΝΙΣΧΥΣΗΣ ΣΗΜΑΤΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
7945,ΣΥΣΚΕΥΗ ΛΗΨΗΣ ΔΟΡΥΦΟΡΙΚΟΥ ΣΗΜΑΤΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7946,ΚΕΡΑΙΑ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7947,ΔΟΡΥΦΟΡΙΚΟ ΠΙΑΤΟ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7948,ΣΥΣΚΕΥΗ ΜΕΤΑΔΟΣΗΣ ΔΟΡΥΦΟΡΙΚΗΣ ΕΚΠΟΜΠΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7949,RACK,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
7950,ΔΟΡΥΦΟΡΙΚΟ ΜΟΝΤΕΜ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7951,ΔΟΡΥΦΟΡΙΚΟΣ ΕΝΙΣΧΥΤΗΣ 50W Advetec Wirel,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7952,ΔΟΡΥΦΟΡΙΚΟΣ ΕΝΙΣΧΥΤΗΣ 220V-50W,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7954,ΔΟΡΥΦΟΡΙΚΟΣ ΕΝΙΣΧΥΤΗΣ 24V-8W,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7959,ΤΡΟΦΟΔΟΤΙΚΟ ΜΙΚΡΟΚΥΜΜΑΤΙΚΟΥ ΡΟΕ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,20
7971,ΕΝΙΣΧΥΤΗΣ 24V-8W,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7973,"ΜΕΜΒΡΑΝΗ FEEDHORN ΚΕΡΑΙΑ 1,8Μ",ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
7982,ΕΠΕΞΕΡΓΑΣΤΗΣ ΕΛΕΓΧΟΥ ΚΕΡΑΙΑΣ RC3000,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7983,ΚΕΡΑΙΑ MIKROTIK METAL OMNI DIRECTIONAL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7984,ΒΑΣΗ ΚΕΡΑΙΑΣ ΙΝΟΧ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,11
7986,ΠΟΛΥΚΑΤΕΥΘΥΝΤΙΚΗ ΚΕΡΑΙΑ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,11
7987,ΕΠΕΞΕΡΓΑΣΤΗΣ ΤΥΠΟΥ FDMA DMD20 IF,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7988,ΤΡΟΦΟΔΟΤΙΚΟ ΤΥΠΟΥ FDMA DMD20 IF,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7989,ΒΑΘΜΙΔΑ ΤΡΟΦ.ΔΟΡΥΦ.ΠΕΔΙΟΜ.PROMAX TV EXPLORE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7990,ΠΛΑΚΕΤΑ ΔΙΑΜΟΡΦ.ΣΗΜΑΤΟΣ.ΔΟΡΥΦ.ΠΕΔΙΟΜΕΤΡΟΥ P,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7991,VIDEO CODEC UNIT ΔΟΡΥΦ.ΠΕΔΙΟΜ.PROMAX HD RANG,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7992,TV SAT ANALYZER UNIT ΔΟΡΥΦ.ΠΕΔΙΟΜ.PROMAX HD R,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7993,LNB,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,9
7995,ΤΡΟΦΟΔΟΤΙΚΟ ΕΞΟΔΟΥ MDX 420,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7996,ΠΛΑΚΕΤΑ ΕΚΠΟΜΠΗΣ MDX 420,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7997,LNB (APPENDIX),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
7998,ΣΥΣΣΩΡΕΥΤΗΣ MDX-420 SKYWIRE TDMA,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,5
7999,ΒΑΘΜΙΔΑ ΨΥΞΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8051,ALGA MICROWAVE ALTX-LITE-KU-10BUC 10W 24VDC(E,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8052,ALGA MICROWAVE ALTX-LITE-KU-16BUC 16W 48VDC(E,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8053,ΗΛΕΚΤΡΟΛΟΓΙΚΟ ΚΥΤΙΟ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,30
8054,SMW SWEDISH MICROWAVE SINGLE KU BAND PLL LNB(,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8056,ALGA MICROWAVE ALTX-LITE-KU-8BUC 8W 48VDC(EΝΙΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8057,ALGA MICROWAVE ALTX-LITE-KU-8BUC 8W 24VDC(EΝΙ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8134,ΚΑΛΩΔΙΟ WD-1TT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,20
8135,FLEXIBLE WG 2.00M,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8245,ΕΝΙΣΧΥΤΗΣ ALTX-LIKE-KU-16W 24/48,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8246,MODEM DMD 20 LB ST HARDW.UPGRADE KIT,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8253,UBIQUITI ROCKET AIRMAX AP-CPE M5,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,16
8254,NET UBIQUITI RAD-2RD RADOME,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
8282,NOTEBOOK DELL LATITUDE E5500,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
8288,H/Υ DELL OPTIPL 780DT/E8400/2GB,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8311,NETMETAL 5 2xRPSMA 2000mW,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8342,ΚΑΛΩΔΙΟ ΜΕΤΑΦΟΡΑΣ ΔΕΔΟΜΕΝΩΝ Σ/Α HF,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
8347,IC-F3022 EUR-02 Π/Δ (W/BP-232N) ICOM,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,5
8354,ROUTER CISCO 2901+2FXS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8356,H/Z 6 KVA CGM 7500DES,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8357,ΔΟΡΥΦΟΡΙΚΟ MODEM IP-TDMA MDX-420,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8360,UPS ΤΥΠΟΥ RACK ΜΕ ΜΠΑΤΑΡΙΕΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8375,MODEM DMD 20 RADYNE,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
8376,"ΚΕΡΑΙΑ 1,80 KU BAND VSAT",ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8378,HP NOTEBOOK NX 7400i,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8384,NERAWORLDPHONE OFFICE BASK,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8387,ΕΝΙΣΧΥΤΗΣ 200W E2V,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8389,ΑΣΥΡΜΑΤΙΚΟΙ ΕΝΙΣΧΥΤΕΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8391,ΤΡΟΦΟΔΟΤΙΚΟ ΓΙΑ BUC16W,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8392,ΣΥΣΤΗΜΑ ΑΔΙΑΛΛΕΙΠΤΗΣ ΛΕΙΤΟΥΡ UPS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
8394,ΜΗΧΑΝ. ΥΠΟΒΟΗΘΗΣΗΣ ΑΝΥΨ.ΔΟΡΥΦ.ΚΕΡΑΙΑΣ ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8395,UBNT ROCKETDISH 30 DBI 5GHZ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
8399,ΔΟΡΥΦΟΡΙΚΟ ΤΗΛ THURAYA XT PRO,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
8429,UBIQUITI 11FX HIGH BRAND DUPLEXEUR,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8430,NET UBIQUITI RP-5AC 5GHZ GEN 2,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8431,UBNT RAD RD 3 RADOME (ΚΑΛΥΜΜΑ),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,22
8437,NET UBIQUITI AF-5X HD 500MBPS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,9
8438,NET UBIQUITI AF-5G34-S45,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,15
8439,NET UBIQUITI AF-11FX HIGH BRAND,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8440,NET UBIQUITI AF-11G35,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8442,NET UBIQUITI RAD-RD3,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
8443,NET UBIQUITI EP-R6,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
8503,ΔΡΟΜΟΛΟΓΗΤΗΣ ROUTER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8517,X-BAND FEEDHORN,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
8518,ACORD BUC 40W,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,7
